LS Pattern,Frequencey,Percentage
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",3821,0.0032278829615762813
"set(['L3_S43', 'L0_S11', 'L3_S39', 'L3_S51', 'L0_S8', 'L3_S41', 'L3_S49', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S40'])",340,0.0002872232941470651
"set(['L0_S10', 'L3_S30', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S35'])",308,0.00026019051352145896
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S14', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L3_S40'])",178,0.00015036984222993407
"set(['L3_S44', 'L0_S11', 'L3_S39', 'L3_S51', 'L0_S8', 'L3_S41', 'L3_S49', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S40'])",304,0.0002568114159432582
"set(['L3_S44', 'L3_S49', 'L0_S1', 'L0_S11', 'L3_S51', 'L3_S39', 'L3_S41', 'L0_S8', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S40'])",361,0.0003049635564326191
"set(['L3_S44', 'L0_S10', 'L3_S50', 'L3_S51', 'L0_S8', 'L3_S39', 'L3_S40', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S41', 'L0_S4'])",349,0.0002948262636980168
"set(['L3_S31', 'L0_S10', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L0_S5'])",453,0.0003826828007312367
"set(['L0_S10', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S35'])",9970,0.008422400713665408
"set(['L3_S31', 'L3_S36', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",437,0.00036916641041843365
"set(['L2_S27', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S40', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L1_S24'])",288,0.00024329502563045512
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S16', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",204,0.00017233397648823906
"set(['L3_S44', 'L0_S10', 'L3_S39', 'L3_S51', 'L0_S8', 'L3_S41', 'L3_S49', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S40'])",363,0.0003066531052217195
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L2_S26', 'L0_S17', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",164,0.00013854300070623138
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",3775,0.0031890233394269727
"set(['L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S50', 'L3_S51', 'L0_S21', 'L3_S48', 'L3_S47', 'L3_S39', 'L3_S43', 'L3_S45', 'L3_S41', 'L3_S40'])",172,0.0001453011958626329
"set(['L2_S26', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S7', 'L0_S11', 'L0_S5', 'L3_S35'])",840,0.0007096104914221608
"set(['L3_S41', 'L3_S44', 'L3_S45', 'L3_S50', 'L3_S51', 'L0_S9', 'L0_S8', 'L0_S1', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S39', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S40'])",362,0.0003058083308271693
"set(['L2_S27', 'L3_S29', 'L1_S24', 'L3_S32', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",201,0.00016979965330458848
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L2_S26', 'L0_S20', 'L0_S16', 'L3_S29', 'L3_S33', 'L3_S30', 'L0_S14', 'L3_S37', 'L3_S34', 'L3_S35'])",168,0.00014192209828443216
"set(['L0_S10', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L0_S5'])",10499,0.00886928636838246
"set(['L0_S10', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L3_S33', 'L3_S32', 'L0_S2', 'L0_S1', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S35'])",177,0.0001495250678353839
"set(['L3_S31', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S35'])",450,0.00038014847754758613
"set(['L3_S29', 'L1_S24', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",5684,0.0048016976586232885
"set(['L0_S9', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S35'])",296,0.00025005322078685665
"set(['L0_S22', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",3699,0.003124820485441158
"set(['L0_S22', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S14', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L3_S40'])",177,0.0001495250678353839
"set(['L2_S27', 'L3_S38', 'L3_S29', 'L1_S25', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",197,0.0001664205557263877
"set(['L2_S26', 'L3_S40', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L1_S24'])",287,0.00024245025123590495
"set(['L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S14', 'L3_S50', 'L3_S51', 'L0_S21', 'L3_S48', 'L3_S47', 'L3_S39', 'L3_S43', 'L3_S45', 'L3_S41', 'L3_S40'])",176,0.0001486802934408337
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S31', 'L3_S37', 'L3_S34', 'L3_S35'])",238,0.00020105630590294555
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S35', 'L3_S37', 'L3_S34', 'L0_S20'])",3583,0.0030268266556733358
"set(['L2_S26', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S40', 'L3_S43', 'L3_S41', 'L1_S24'])",284,0.00023991592805225437
"set(['L0_S22', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S17', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",205,0.00017317875088278923
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S20', 'L0_S16', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L0_S14', 'L3_S43', 'L3_S41', 'L3_S40'])",146,0.00012333706160432795
"set(['L2_S26', 'L3_S29', 'L1_S25', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",23438,0.019799822259467387
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L0_S20', 'L0_S14', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S40', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L0_S16'])",164,0.00013854300070623138
"set(['L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S14', 'L3_S29', 'L0_S21', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",3741,0.003160301010012266
"set(['L2_S27', 'L0_S10', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S35'])",808,0.0006825777107965547
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S20', 'L0_S14', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S40', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L0_S16'])",158,0.00013347435433893026
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S14', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L3_S40'])",156,0.00013178480554982985
"set(['L3_S31', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L0_S5'])",516,0.00043590358758789876
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S14', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S43', 'L3_S41', 'L3_S40'])",170,0.00014361164707353254
"set(['L3_S30', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S35'])",10230,0.008642042056248458
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L2_S26', 'L0_S17', 'L0_S20', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",169,0.00014276687267898236
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S20', 'L0_S16', 'L3_S29', 'L3_S33', 'L3_S30', 'L0_S14', 'L3_S37', 'L3_S34', 'L3_S35'])",176,0.0001486802934408337
"set(['L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S14', 'L3_S50', 'L3_S51', 'L0_S21', 'L3_S48', 'L3_S47', 'L3_S39', 'L3_S43', 'L3_S45', 'L3_S41', 'L3_S40'])",167,0.00014107732388988196
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S14', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L3_S40'])",147,0.00012418183599887815
"set(['L3_S30', 'L3_S38', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L0_S5'])",267,0.0002255547633449011
"set(['L2_S26', 'L3_S29', 'L1_S24', 'L3_S32', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",851,0.0007189030097622129
"set(['L3_S31', 'L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S35'])",473,0.00039957828862224057
"set(['L0_S22', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",3607,0.0030471012411425404
"set(['L3_S44', 'L0_S1', 'L0_S10', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S41', 'L0_S8', 'L3_S48', 'L0_S3', 'L3_S45', 'L0_S0', 'L3_S47', 'L0_S6', 'L0_S5', 'L3_S40'])",367,0.00031003220279992026
"set(['L0_S1', 'L0_S10', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S41', 'L0_S8', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L3_S43', 'L0_S6', 'L0_S5', 'L3_S40'])",351,0.0002965158124871172
"set(['L3_S35', 'L2_S26', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",896,0.0007569178575169716
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S14', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S43', 'L3_S41', 'L3_S40'])",187,0.0001579728117808858
"set(['L3_S35', 'L0_S9', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",266,0.0002247099889503509
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S16', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",173,0.00014614597025718311
"set(['L3_S36', 'L2_S26', 'L0_S10', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5'])",889,0.0007510044367551201
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S31', 'L3_S36', 'L3_S37', 'L3_S34', 'L0_S20'])",241,0.00020359062908659612
"set(['L0_S22', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L2_S26', 'L0_S16', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",167,0.00014107732388988196
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S31', 'L3_S36', 'L3_S37', 'L3_S34'])",259,0.00021879656818849958
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S43', 'L3_S41', 'L3_S40'])",184,0.00015543848859723522
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S40', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L0_S20'])",176,0.0001486802934408337
"set(['L2_S28', 'L3_S29', 'L1_S24', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",1408,0.0011894423475266695
"set(['L3_S36', 'L0_S10', 'L3_S37', 'L3_S29', 'L3_S32', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5'])",169,0.00014276687267898236
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S40', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L0_S20'])",160,0.00013516390312803063
"set(['L3_S36', 'L2_S26', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",883,0.000745935790387819
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S20', 'L0_S16', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L0_S14', 'L3_S43', 'L3_S41', 'L3_S40'])",177,0.0001495250678353839
"set(['L3_S35', 'L2_S27', 'L0_S10', 'L3_S37', 'L3_S29', 'L0_S8', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",774,0.0006538553813818481
"set(['L3_S35', 'L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L0_S20', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S31', 'L3_S37', 'L3_S34', 'L0_S16'])",276,0.00023315773289585284
"set(['L3_S35', 'L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",10106,0.008537290031324234
"set(['L3_S44', 'L3_S39', 'L3_S51', 'L0_S9', 'L0_S8', 'L3_S41', 'L3_S49', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S40'])",341,0.0002880680685416153
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L2_S26', 'L0_S17', 'L0_S20', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",168,0.00014192209828443216
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",3698,0.003123975711046608
"set(['L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S35'])",10078,0.008513636348276829
"set(['L2_S26', 'L3_S29', 'L3_S38', 'L1_S24', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",552,0.0004663154657917057
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S17', 'L0_S20', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",243,0.00020528017787569653
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S20', 'L0_S16', 'L3_S29', 'L3_S33', 'L3_S30', 'L0_S14', 'L3_S37', 'L3_S34', 'L3_S35'])",3527,0.002979519289578525
"set(['L3_S44', 'L0_S11', 'L3_S50', 'L3_S51', 'L0_S8', 'L3_S39', 'L3_S41', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S40'])",350,0.000295671038092567
"set(['L0_S19', 'L0_S21', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S20', 'L0_S15', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S43', 'L3_S41', 'L3_S40'])",182,0.00015374893980813484
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L2_S26', 'L0_S20', 'L0_S16', 'L3_S29', 'L3_S33', 'L3_S30', 'L0_S14', 'L3_S37', 'L3_S34', 'L3_S35'])",155,0.00013094003115527968
"set(['L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L3_S34', 'L0_S4'])",10413,0.008796635770451143
"set(['L3_S36', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",10229,0.008641197281853908
"set(['L0_S11', 'L2_S27', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L0_S5'])",812,0.0006859568083747554
"set(['L3_S36', 'L0_S11', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5'])",286,0.00024160547684135475
"set(['L3_S44', 'L3_S49', 'L0_S1', 'L3_S51', 'L0_S9', 'L3_S39', 'L3_S41', 'L0_S8', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S40'])",373,0.0003151008491672214
"set(['L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S17', 'L0_S14', 'L3_S29', 'L0_S21', 'L3_S33', 'L3_S30', 'L3_S31', 'L3_S36', 'L3_S37', 'L3_S34'])",254,0.00021457269621574863
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L2_S27', 'L0_S17', 'L0_S20', 'L0_S15', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S37', 'L3_S34', 'L3_S35'])",214,0.00018078172043374096
"set(['L3_S35', 'L0_S10', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",278,0.00023484728168495322
"set(['L3_S49', 'L0_S1', 'L0_S10', 'L3_S40', 'L3_S51', 'L3_S39', 'L0_S8', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L3_S43', 'L0_S6', 'L3_S41', 'L0_S4'])",358,0.00030242923324896853
"set(['L2_S27', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L3_S34', 'L0_S4'])",791,0.0006682165460892014
"set(['L0_S23', 'L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S14', 'L3_S29', 'L3_S33', 'L3_S30', 'L3_S36', 'L3_S37', 'L3_S34'])",3804,0.003213521796868928
"set(['L2_S26', 'L0_S10', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L0_S5'])",901,0.0007611417294897224
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S20', 'L0_S14', 'L3_S40', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S44', 'L3_S41', 'L0_S16'])",164,0.00013854300070623138
"set(['L3_S36', 'L3_S38', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",269,0.0002272443121340015
"set(['L2_S26', 'L0_S10', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L0_S5', 'L3_S35'])",882,0.0007450910159932688
"set(['L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S14', 'L3_S51', 'L0_S21', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S39', 'L3_S44', 'L3_S45', 'L3_S41', 'L3_S40'])",183,0.00015459371420268502
"set(['L0_S20', 'L0_S18', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S14', 'L3_S50', 'L3_S51', 'L0_S21', 'L3_S48', 'L3_S47', 'L3_S39', 'L3_S44', 'L3_S45', 'L3_S41', 'L3_S40'])",158,0.00013347435433893026
"set(['L0_S22', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S16', 'L0_S15', 'L3_S51', 'L3_S39', 'L3_S49', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S40', 'L3_S43', 'L3_S41', 'L0_S20'])",140,0.0001182684152370268
"set(['L3_S35', 'L3_S31', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",473,0.00039957828862224057
"set(['L0_S23', 'L0_S19', 'L0_S13', 'L0_S12', 'L0_S20', 'L0_S16', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S48', 'L3_S47', 'L3_S45', 'L0_S14', 'L3_S43', 'L3_S41', 'L3_S40'])",170,0.00014361164707353254
"set(['L3_S35', 'L0_S10', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S33', 'L0_S2', 'L3_S30', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S34', 'L0_S4'])",9894,0.008358197859679594
"set(['L0_S11', 'L3_S30', 'L3_S37', 'L3_S29', 'L3_S38', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L0_S5'])",305,0.0002576561903378084
"set(['L3_S31', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L3_S36', 'L0_S6', 'L3_S34', 'L0_S4'])",436,0.0003683216360238835
"set(['L0_S10', 'L3_S30', 'L3_S37', 'L3_S29', 'L0_S8', 'L3_S34', 'L0_S3', 'L3_S33', 'L0_S1', 'L0_S0', 'L0_S6', 'L0_S5', 'L3_S35'])",10021,0.008465484207787468
"set(['L3_S35', 'L3_S30', 'L3_S38', 'L3_S37', 'L3_S29', 'L0_S9', 'L0_S8', 'L3_S33', 'L0_S2', 'L0_S1', 'L0_S0', 'L0_S6', 'L3_S34', 'L0_S4'])",261,0.00022048611697759996
"set(['L3_S40', 'L3_S43', 'L3_S39', 'L3_S51', 'L0_S9', 'L0_S8', 'L3_S49', 'L3_S48', 'L3_S47', 'L0_S2', 'L3_S45', 'L0_S0', 'L0_S7', 'L0_S1', 'L3_S41', 'L0_S4'])",336,0.0002838441965688643
"set(['L2_S27', 'L3_S50', 'L3_S51', 'L3_S39', 'L3_S48', 'L3_S47', 'L3_S45', 'L3_S40', 'L3_S43', 'L3_S41', 'L1_S24'])",267,0.0002255547633449011
